lat,lon,iata,name,city,country,elevation
30.631376,-96.989487,RCK,H H Coffield Regional Airport,Rockdale,US,474
41.065548,-86.181703,RCR,Fulton County Airport,Rochester,US,789.5
43.90002,-85.51672,RCT,Nartron Field,Reed City,US,1055
40.508985,-122.293385,RDD,Redding Regional Airport,Redding,US,505
40.378499,-75.965247,RDG,Reading Regional/Carl A Spaatz Field,Reading,US,343.4
44.254069,-121.149971,RDM,Roberts Field,Redmond,US,3081.5
47.96128,-97.400814,RDR,Grand Forks Afb Airport,Grand Forks,US,910.9
35.877639,-78.787472,RDU,Raleigh-Durham International Airport,Raleigh/Durham,US,435.2
61.788056,-157.35025,RDV,Red Devil Airport,Red Devil,US,180.6
42.57766,-117.88543,REO,Rome State Airport,Rome,US,4053
42.195361,-89.097222,RFD,Chicago/Rockford International Airport,Chicago/Rockford,US,742
28.295817,-97.325972,RFG,Rooke Field,Refugio,US,54
45.630901,-89.466628,RHI,Rhinelander/Oneida County Airport,Rhinelander,US,1623.3
37.332861,-121.819806,RHV,Reid-Hillview Of Santa Clara County Airport,San Jose,US,135.4
37.505181,-77.319739,RIC,Richmond International Airport,Richmond,US,167.5
39.756083,-84.842694,RID,Richmond Municipal Airport,Richmond,US,1139.8
38.734111,-112.101583,RIF,Richfield Municipal Airport,Richfield,US,5318
39.526607,-107.727987,RIL,Rifle Garfield County Airport,Rifle,US,5536.8
33.988788,-117.40991,RIR,Flabob Airport,Riverside/Rubidoux/,US,767
33.881943,-117.259017,RIV,March Arb Airport,Riverside,US,1536
43.064238,-108.459841,RIW,Central Wyoming Regional Airport,Riverton,US,5516
44.060142,-69.09967,RKD,Knox County Regional Airport,Rockland,US,55.4
28.086222,-97.043694,RKP,Aransas County Airport,Rockport,US,23.8
35.021639,-94.62125,RKR,Robert S Kerr Airport,Poteau,US,450.9
41.594218,-109.065199,RKS,Southwest Wyoming Regional Airport,Rock Springs,US,6764.6
35.922333,-84.689778,RKW,Rockwood Municipal Airport,Rockwood,US,1664.1
46.305639,-119.304189,RLD,Richland Airport,Richland,US,394.3
43.233799,-75.407026,RME,Griffiss International Airport,Rome,US,504
34.351638,-85.158574,RMG,Richard B Russell Regional - J H Towers Field,Rome,US,644
35.698699,-85.843821,RNC,Warren County Memorial Airport,Mc Minnville,US,1031.9
29.528906,-98.278031,RND,Randolph Afb Airport,Universal City,US,760.9
45.147793,-92.53918,RNH,New Richmond Regional Airport,New Richmond,US,997.9
39.499111,-119.768111,RNO,Reno/Tahoe International Airport,Reno,US,4414.9
47.493139,-122.21575,RNT,Renton Municipal Airport,Renton,US,32
37.325472,-79.975417,ROA,Roanoke/Blacksburg Regional (Woodrum Field) Airport,Roanoke,US,1175.2
43.119144,-77.671869,ROC,Frederick Douglass/Greater Rochester International Airport,Rochester,US,558.9
36.372417,-94.106972,ROG,Rogers Executive - Carter Field,Rogers,US,1358.8
33.299878,-104.529403,ROW,Roswell Air Center Airport,Roswell,US,3671
48.85625,-95.696944,ROX,Roseau Municipal/Rudy Billberg Field,Roseau,US,1060.3
45.420111,-91.773333,RIE,Rice Lake Regional/Carl's Field,Rice Lake,US,1109.2
46.475,-108.543417,RPX,Roundup Airport,Roundup,US,3490.3
43.722639,-85.504056,WBR,Roben-Hood Airport,Big Rapids,US,989.8
45.198917,-89.712852,RRL,Merrill Municipal Airport,Merrill,US,1318.2
48.941472,-95.348472,RRT,Warroad International Memorial Airport,Warroad,US,1075.5
38.871364,-98.811604,RSL,Russell Municipal Airport,Russell,US,1863.5
32.513225,-92.588445,RSN,Ruston Regional Airport,Ruston,US,316.8
43.908278,-92.500028,RST,Rochester International Airport,Rochester,US,1317.4
26.536164,-81.755155,RSW,Southwest Florida International Airport,Fort Myers,US,29.9
36.742439,-104.501726,RTN,Raton Municipal/Crews Field,Raton,US,6352.4
35.645883,-80.520292,SRW,Mid-Carolina Regional Airport,Salisbury,US,772.3
43.52973,-72.949626,RUT,Rutland/Southern Vermont Regional Airport,Rutland,US,787.3
40.677389,-77.626833,RED,Mifflin County Airport,Reedsville,US,818.8
36.039584,-95.984595,RVS,Tulsa Riverside Airport,Tulsa,US,638.2
44.546889,-95.082,RWF,Redwood Falls Municipal Airport,Redwood Falls,US,1023.6
35.856253,-77.891933,RWI,Rocky Mount/Wilson Regional Airport,Rocky Mount,US,157.7
41.805722,-107.200333,RWL,Rawlins Municipal/Harvey Field,Rawlins,US,6816.7
43.833917,-111.805111,RXE,Rexburg-Madison County Airport,Rexburg,US,4862
40.947823,-87.182648,RNZ,Jasper County Airport,Rensselaer,US,698.3
42.190278,-122.660639,AHM,Ashland Municipal/Sumner Parker Field,Ashland,US,1888.5
43.086472,-124.407861,BDY,Bandon State Airport,Bandon,US,122.1
43.876312,-121.453051,SUO,Sunriver Airport,Sunriver,US,4163.5
48.483917,-122.937667,LPS,Lopez Island Airport,Lopez,US,208.8
44.670163,-121.155149,MDJ,Madras Municipal Airport,Madras,US,2437.6
44.288277,-120.905578,PRZ,Prineville Airport,Prineville,US,3251
41.443528,-106.827528,SAA,Shively Field,Saratoga,US,7014.2
38.512861,-121.4933,SAC,Sacramento Executive Airport,Sacramento,US,23.6
32.853341,-109.635082,SAD,Safford Regional/1Lt Duane Spalsbury Field,Safford,US,3178.4
35.617111,-106.089417,SAF,Santa Fe Regional Airport,Santa Fe,US,6348.7
32.733563,-117.189663,SAN,San Diego International Airport,San Diego,US,16.8
38.148864,-89.698504,SAR,Sparta Community-Hunter Field,Sparta,US,537.6
33.241194,-115.952583,SAS,Salton Sea Airport,Salton City,US,-84
29.533958,-98.469057,SAT,San Antonio International Airport,San Antonio,US,809.1
32.127583,-81.202139,SAV,Savannah/Hilton Head International Airport,Savannah,US,50.2
46.349158,-87.396372,MQT,Marquette/Sawyer Regional Airport,Marquette,US,1204.5
34.426192,-119.841493,SBA,Santa Barbara Municipal Airport,Santa Barbara,US,13.5
34.095361,-117.234889,SBD,San Bernardino International Airport,San Bernardino,US,1159.3
43.76977,-87.851722,SBM,Sheboygan County Memorial International Airport,Sheboygan,US,755.3
41.708224,-86.317337,SBN,South Bend International Airport,South Bend,US,798.4
35.237273,-120.642603,SBP,San Luis Obispo County Regional Airport,San Luis Obispo,US,212.3
40.516261,-106.866302,SBS,Steamboat Springs/Bob Adams Field,Steamboat Springs,US,6882.4
48.540694,-111.87125,SBX,Shelby Airport,Shelby,US,3442.9
38.340189,-75.509478,SBY,Salisbury-Ocean City Wicomico Regional Airport,Salisbury,US,52.5
41.610708,-96.629779,SCB,Scribner State Airport,Scribner,US,1324.9
42.852718,-73.929564,SCH,Schenectady County Airport,Schenectady,US,377.9
37.894412,-121.238744,SCK,Stockton Metro Airport,Stockton,US,32.6
38.174085,-85.736494,SDF,Louisville Muhammad Ali International Airport,Louisville,US,500.8
33.622889,-111.910528,SCF,Scottsdale Airport,Scottsdale,US,1510.1
32.572278,-116.980167,SDM,Brown Field Municipal Airport,San Diego,US,526.1
47.706857,-104.192555,SDY,Sidney-Richland Regional Airport,Sidney,US,1985.1
47.449889,-122.311778,SEA,Seattle-Tacoma International Airport,Seattle,US,432.3
32.826222,-116.972444,SEE,Gillespie Field,San Diego/El Cajon,US,387.5
27.456389,-81.342389,SEF,Sebring Regional Airport,Sebring,US,61.6
40.821235,-76.864172,SEG,Penn Valley Airport,Selinsgrove,US,463.5
32.343947,-86.987806,SEM,Craig Field,Selma,US,166.2
32.215333,-98.177667,SEP,Stephenville Clark Regional Airport,Stephenville,US,1321.4
38.924256,-85.909721,SER,Freeman Municipal Airport,Seymour,US,582.7
34.848589,-111.788448,SDX,Sedona Airport,Sedona,US,4830.5
28.777178,-81.234914,SFB,Orlando Sanford International Airport,Orlando,US,54.8
47.682941,-117.322426,SFF,Felts Field,Spokane,US,1956.7
43.393806,-70.708,SFM,Sanford Seacoast Regional Airport,Sanford,US,244.1
37.618806,-122.375417,SFO,San Francisco International Airport,San Francisco,US,13.1
41.92075,-71.491417,SFZ,North Central State Airport,Pawtucket,US,440.5
37.245661,-93.388627,SGF,Springfield-Branson Ntl Airport,Springfield,US,1268.3
39.840278,-83.840167,SGH,Springfield/Beckley Municipal Airport,Springfield,US,1051.3
29.95925,-81.339729,UST,St Augustine Airport,St Augustine,US,9.8
29.622249,-95.656534,SGR,Sugar Land Regional Airport,Houston,US,81.1
34.599479,-91.575,SGT,Stuttgart Municipal Carl Humphrey Field,Stuttgart,US,224.4
37.036378,-113.510303,SGU,St George Regional Airport,St George,US,2883.6
38.263833,-78.896444,SHD,Shenandoah Valley Regional Airport,Staunton/Waynesboro/Harrisonburg,US,1201
47.233556,-123.147556,SHN,Sanderson Field,Shelton,US,272.9
44.769194,-106.980278,SHR,Sheridan County Airport,Sheridan,US,4021.1
32.446515,-93.82604,SHV,Shreveport Regional Airport,Shreveport,US,257.6
36.898889,-89.56175,SIK,Sikeston Memorial Municipal Airport,Sikeston,US,314.8
39.114713,-87.448329,SIV,Sullivan County Airport,Sullivan,US,539.2
41.781444,-122.468111,SIY,Siskiyou County Airport,Montague,US,2651.1
37.362995,-121.928621,SJC,Norman Y Mineta San Jose International Airport,San Jose,US,62.2
34.518556,-109.37875,SJN,St Johns Industrial Air Park,St Johns,US,5736.5
31.357748,-100.496304,SJT,San Angelo Regional/Mathis Field,San Angelo,US,1918.6
47.615056,-117.655806,SKA,Fairchild Afb Airport,Spokane,US,2462.2
29.384233,-98.581117,SKF,Kelly Field,San Antonio,US,690.6
36.451694,-105.673083,TSM,Taos Regional Airport,Taos,US,7094.6
42.597235,-95.240666,SLB,Storm Lake Municipal Airport,Storm Lake,US,1487.9
40.788393,-111.977773,SLC,Salt Lake City International Airport,Salt Lake City,US,4230.9
44.909528,-123.0025,SLE,Mcnary Field,Salem,US,213.4
36.191861,-94.49,SLG,Smith Field,Siloam Springs,US,1191.4
44.385308,-74.206181,SLK,Adirondack Regional Airport,Saranac Lake,US,1662.6
38.790611,-97.652222,SLN,Salina Regional Airport,Salina,US,1288
38.642872,-88.964185,SLO,Salem-Leckrone Airport,Salem,US,573.2
33.159833,-95.621139,SLR,Sulphur Springs Municipal Airport,Sulphur Springs,US,489.3
41.143361,-85.152778,SMD,Smith Field,Fort Wayne,US,835.7
37.053583,-84.615639,SME,Lake Cumberland Regional Airport,Somerset,US,927.3
38.695444,-121.590778,SMF,Sacramento International Airport,Sacramento,US,26.9
45.123278,-113.881444,SMN,Lemhi County Airport,Salmon,US,4044.2
34.015822,-118.451306,SMO,Santa Monica Municipal Airport,Santa Monica,US,169.8
33.995026,-80.361329,SUM,Sumter Airport,Sumter,US,182.1
34.899944,-120.458083,SMX,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,US,261.2
33.675662,-117.868233,SNA,John Wayne/Orange County Airport,Santa Ana,US,55.9
32.693389,-100.950472,SNK,Winston Field,Snyder,US,2430.3
35.357306,-96.942833,SNL,Shawnee Regional Airport,Shawnee,US,1073.1
36.662411,-121.607154,SNS,Salinas Municipal Airport,Salinas,US,84.4
41.099761,-102.984993,SNY,Sidney Municipal/Lloyd W Carr Field,Sidney,US,4314.2
35.237423,-79.389034,SOP,Moore County Airport,Pinehurst/Southern Pines,US,459.3
34.265472,-110.005662,SOW,Show Low Regional Airport,Show Low,US,6415.5
34.916405,-81.955771,SPA,Spartanburg Downtown Memorial/Simpson Field,Spartanburg,US,802
44.481056,-103.786,SPF,Black Hills-Clyde Ice Field,Spearfish,US,3933.1
27.765114,-82.62694,SPG,Albert Whitted Airport,St Petersburg,US,6.6
39.844611,-89.677556,SPI,Abraham Lincoln Capital Airport,Springfield,US,597.9
33.9888,-98.491906,SPS,Sheppard Afb/Wichita Falls Municipal Airport,Wichita Falls,US,1019.1
43.165652,-95.202793,SPW,Spencer Municipal Airport,Spencer,US,1338.9
41.742833,-89.676278,SQI,Whiteside County/Jos H Bittorf Field,Sterling/Rockfalls,US,647.6
37.511861,-122.249531,SQL,San Carlos Airport,San Carlos,US,5.5
35.21061,-91.737539,SRC,Searcy Regional Airport,Searcy,US,264.5
27.395444,-82.554389,SRQ,Sarasota/Bradenton International Airport,Sarasota/Bradenton,US,29.9
33.460944,-105.530139,RUI,Sierra Blanca Regional Airport,Ruidoso,US,6813.8
61.78975,-156.588528,SRV,Stony River 2 Airport,Stony River,US,230
33.972724,-80.470564,SSC,Shaw Afb Airport,Sumter,US,241
29.336981,-98.471044,SSF,Stinson Municipal Airport,San Antonio,US,577.6
31.151966,-81.39106,SSI,St Simons Island Airport,St Simons Island,US,18.9
45.546222,-94.059389,STC,St Cloud Regional Airport,St Cloud,US,1030.5
44.545136,-89.530284,STE,Stevens Point Municipal Airport,Stevens Point,US,1110
39.771944,-94.909706,STJ,Rosecrans Memorial Airport,St Joseph,US,826.5
40.614298,-103.264261,STK,Sterling Municipal Airport,Sterling,US,4037.6
38.748698,-90.370026,STL,St Louis Lambert International Airport,St Louis,US,617.3
44.934615,-93.060354,STP,St Paul Downtown Holman Field,St Paul,US,705
38.509694,-122.812889,STS,Charles M Schulz/Sonoma County Airport,Santa Rosa,US,128.7
27.181699,-80.221293,SUA,Witham Field,Stuart,US,16.1
35.789583,-96.655667,SUD,Stroud Municipal Airport,Stroud,US,900.7
44.843667,-87.421528,SUE,Door County Cherryland Airport,Sturgeon Bay,US,724.2
43.503781,-114.295558,SUN,Friedman Memorial Airport,Hailey,US,5319.5
38.662117,-90.652047,SUS,Spirit Of St Louis Airport,St Louis,US,463.3
38.264537,-121.924131,SUU,Travis Afb Airport,Fairfield,US,63.4
46.689684,-92.094642,SUW,Richard I Bong Airport,Superior,US,674.4
42.401306,-96.384417,SUX,Sioux Gateway/Brig General Bud Day Field,Sioux City,US,1098.5
32.636547,-108.156385,SVC,Grant County Airport,Silver City,US,5445.6
40.375694,-120.572694,SVE,Susanville Municipal Airport,Susanville,US,4149.1
35.764997,-80.9539,SVH,Statesville Regional Airport,Statesville,US,967.8
32.01002,-81.145988,SVN,Hunter Army Air Field,Savannah,US,41.3
41.504111,-74.104833,SWF,New York Stewart International Airport,New York,US,490.7
36.161389,-97.085893,SWO,Stillwater Regional Airport,Stillwater,US,1000.3
32.467361,-100.466556,SWW,Avenger Field,Sweetwater,US,2379.7
62.520416,-164.847646,SXP,Nunam Iqua Airport,Nunam Iqua,US,17.6
35.5594,-86.442472,SYI,Bomar Field/Shelbyville Municipal Airport,Shelbyville,US,799.6
44.475522,-93.01632,SYN,Stanton Airfield,Stanton,US,920
43.111181,-76.106321,SYR,Syracuse Hancock International Airport,Syracuse,US,421.1
31.557155,-83.894036,SYV,Sylvester Airport,Sylvester,US,403
38.730306,-93.547864,SZL,Whiteman Afb Airport,Knob Noster,US,871
34.347018,-119.061617,SZP,Santa Paula Airport,Santa Paula,US,250
36.092639,-111.383083,TBC,Tuba City Airport,Tuba City,US,4513
37.259224,-104.340861,TAD,Perry Stokes Airport,Trinidad,US,5761.6
37.741639,-92.140722,TBN,Waynesville-St Robert Regional Forney Field,Fort Leonard Wood,US,1159.5
32.48275,-81.736944,TBR,Statesboro-Bulloch County Airport,Statesboro,US,186.7
35.182778,-103.603194,TCC,Tucumcari Municipal Airport,Tucumcari,US,4064.9
33.220629,-87.611404,TCL,Tuscaloosa Ntl Airport,Tuscaloosa,US,169.9
47.137678,-122.476475,TCM,Mcchord Field (Joint Base Lewis-Mcchord) Airport,Tacoma,US,322
33.235361,-107.269889,TCS,Truth Or Consequences Municipal Airport,Truth Or Consequences,US,4861.9
46.477169,-122.806476,TDO,Ed Carlson Memorial Field/South Lewis County Airport,Toledo,US,373.9
35.169889,-101.825861,TDW,Tradewind Airport,Amarillo,US,3648.5
41.564944,-83.482222,TDZ,Toledo Executive Airport,Toledo,US,622.7
40.850102,-74.060833,TEB,Teterboro Airport,Teterboro,US,8.3
37.953806,-107.90875,TEX,Telluride Regional Airport,Telluride,US,9069.7
35.380125,-86.246778,THA,Tullahoma Regional/Wm Northern Field,Tullahoma,US,1084
47.573498,-115.280656,THM,Thompson Falls Airport,Thompson Falls,US,2467.1
39.917,-76.873028,THV,York Airport,York,US,494.7
35.41475,-97.386639,TIK,Tinker Afb Airport,Oklahoma City,US,1290.6
47.267944,-122.578111,TIW,Tacoma Narrows Airport,Tacoma,US,294.8
28.514798,-80.799227,TIX,Space Coast Regional Airport,Titusville,US,34
36.225862,-90.036641,KNT,Kennett Memorial Airport,Kennett,US,261.8
30.396754,-84.350869,TLH,Tallahassee International Airport,Tallahassee,US,83.1
36.156583,-119.326556,TLR,Mefford Field,Tulare,US,265.3
31.429556,-83.489222,TMA,Henry Tift Myers Airport,Tifton,US,354.6
25.647564,-80.433225,TMB,Miami Executive Airport,Miami,US,10
45.41825,-123.814389,OTK,Tillamook Airport,Tillamook,US,39.4
39.467943,-117.197454,ASQ,Austin Airport,Austin,US,5735.1
34.131583,-115.945806,TNP,Twentynine Palms Airport,Twentynine Palms,US,1888
25.861806,-80.897,TNT,Dade-Collier Training And Transition Airport,Miami,US,12.7
41.67443,-93.021728,TNU,Newton Municipal-Earl Johnson Field,Newton,US,952.5
37.798868,-116.780754,XSD,Tonopah Test Range,Tonopah,US,5550.3
33.803383,-118.339608,TOA,Zamperini Field,Torrance,US,103.2
34.592812,-83.296372,TOC,Toccoa Rg Letourneau Field,Toccoa,US,996
31.86,-86.013889,TOI,Troy Municipal At N Kenneth Campbell Field,Troy,US,397.2
41.586817,-83.807827,TOL,Eugene F Kranz Toledo Express Airport,Toledo,US,683.9
39.068823,-95.622376,TOP,Philip Billard Municipal Airport,Topeka,US,881.3
42.064421,-104.152679,TOR,Torrington Municipal Airport,Torrington,US,4206.9
27.975469,-82.533248,TPA,Tampa International Airport,Tampa,US,26.5
27.915444,-82.449389,TPF,Peter O Knight Airport,Tampa,US,7.4
38.059894,-117.086601,TPH,Tonopah Airport,Tonopah,US,5430.3
31.1519,-97.407663,TPL,Draughon-Miller Central Texas Regional Airport,Temple,US,682.3
60.204333,-154.318873,PTA,Port Alsworth Airport,Port Alsworth,US,280
36.475209,-82.407415,TRI,Tri-Cities Airport,Bristol/Johnson/Kingsport,US,1518.6
39.320056,-120.139583,TKF,Truckee-Tahoe Airport,Truckee,US,5904.3
32.708494,-96.267094,TRL,Terrell Municipal Airport,Terrell,US,474.2
33.626671,-116.159654,TRM,Jacqueline Cochran Regional Airport,Palm Springs,US,-114.4
40.083528,-93.590639,TRX,Trenton Municipal Airport,Trenton,US,757.5
63.374064,-143.32899,TSG,Tanacross Airport,Tanacross,US,1559
35.134994,-118.4393,TSP,Tehachapi Municipal Airport,Tehachapi,US,4001.1
45.549361,-122.40125,TTD,Portland-Troutdale Airport,Portland,US,38.9
40.276694,-74.813472,TTN,Trenton Mercer Airport,Trenton,US,212.6
36.198393,-95.888105,TUL,Tulsa International Airport,Tulsa,US,677.8
34.269,-88.769889,TUP,Tupelo Regional Airport,Tupelo,US,346.5
32.11707,-110.941463,TUS,Tucson International Airport,Tucson,US,2643
44.741579,-85.58187,TVC,Cherry Capital Airport,Traverse City,US,623.9
48.065677,-96.184995,TVF,Thief River Falls Regional Airport,Thief River Falls,US,1118.8
30.901472,-83.881444,TVI,Thomasville Regional Airport,Thomasville,US,263.6
38.893889,-119.995333,TVL,Lake Tahoe Airport,South Lake Tahoe,US,6268.4
42.481809,-114.487736,TWF,Joslin Field/Magic Valley Regional Airport,Twin Falls,US,4153.4
28.362444,-97.661917,NIR,Chase Field Industrial Airport,Beeville,US,184.2
33.453716,-93.991031,TXK,Texarkana Regional-Webb Field,Texarkana,US,389.7
61.076662,-151.13807,TYE,Tyonek Airport,Tyonek,US,110
34.452732,-110.115035,TYZ,Taylor Airport,Taylor,US,5823.1
32.353547,-95.402978,TYR,Tyler Pounds Regional Airport,Tyler,US,543.9
35.811091,-83.994067,TYS,Mc Ghee Tyson Airport,Knoxville,US,986.4
37.545824,-110.713199,BFG,Bullfrog Basin Airport,Glen Canyon Natl Rec Area,US,4167
39.736583,-111.870056,NPH,Nephi Municipal Airport,Nephi,US,5022.1
38.961689,-110.227288,RVR,Green River Municipal Airport,Green River,US,4234.1
44.162361,-112.220667,DBS,Dubois Municipal Airport,Dubois,US,5123
37.845222,-112.391944,PNU,Panguitch Municipal Airport,Panguitch,US,6762.5
37.93243,-109.341224,MXC,Monticello Airport,Monticello,US,6969.9
44.492333,-116.014778,ICS,Cascade Airport,Cascade,US,4748
33.465333,-88.38075,UBS,Columbus-Lowndes County Airport,Columbus,US,188.1
36.379741,-88.985702,UCY,Everett-Stewart Regional Airport,Union City,US,345.6
33.748438,-116.274813,UDD,Bermuda Dunes Airport,Palm Springs,US,73
43.041028,-88.237056,UES,Waukesha County Airport,Waukesha,US,911.5
57.425358,-157.739866,UGB,Ugashik Bay Airport,Pilot Point,US,132
42.422149,-87.867916,UGN,Waukegan Ntl Airport,Chicago/Waukegan,US,728.1
47.93658,-124.562616,UIL,Quillayute Airport,Quillayute,US,194.1
39.942275,-91.192404,UIN,Quincy Regional-Baldwin Field,Quincy,US,768.7
36.223601,-81.098608,IKB,Wilkes County Airport,North Wilkesboro,US,1303.4
39.125944,-123.200861,UKI,Ukiah Municipal Airport,Ukiah,US,616.8
40.435139,-75.381944,UKT,Quakertown Airport,Quakertown,US,525.1
44.318387,-94.501643,ULM,New Ulm Municipal Airport,New Ulm,US,1011.2
39.211893,-82.229255,ATO,Ohio University Airport,Athens/Albany,US,765.7
43.426472,-88.703861,UNU,Dodge County Airport,Juneau,US,934.1
40.85,-77.847583,SCE,State College Regional Airport,State College,US,1231.3
35.205146,-85.898147,UOS,Franklin County Airport,Sewanee,US,1953.3
34.384333,-89.536806,UOX,University-Oxford Airport,Oxford,US,452
34.685056,-90.347778,UTM,Tunica Municipal Airport,Tunica,US,194.4
30.746889,-95.587167,HTV,Huntsville Municipal Airport,Huntsville,US,362.9
41.53244,-71.281544,NPT,Newport State Airport,Newport,US,171.8
29.211333,-99.743583,UVA,Garner Field,Uvalde,US,941.9
34.987833,-81.057167,RKH,Rock Hill/York County/Bryant Field,Rock Hill,US,666.3
30.968703,-83.192967,VAD,Moody Afb Airport,Valdosta,US,233.2
39.942889,-74.84575,LLY,South Jersey Regional Airport,Mount Holly,US,52.8
34.737337,-120.584313,VBG,Vandenberg Space Force Base Airport,Lompoc,US,368
28.854206,-96.918732,VCT,Victoria Regional Airport,Victoria,US,115.1
34.595526,-117.382662,VCV,Southern California Logistics Airport,Victorville,US,2885.3
32.192722,-82.371167,VDI,Vidalia Regional Airport,Vidalia,US,274.3
40.436078,-109.511422,VEL,Vernal Regional Airport,Vernal,US,5274.2
36.210703,-115.194443,VGT,North Las Vegas Airport,Las Vegas,US,2205
31.057833,-104.783806,VHN,Culberson County Airport,Van Horn,US,3956.8
38.127429,-91.769514,VIH,Rolla Ntl Airport,Rolla/Vichy,US,1147.8
36.318638,-119.392861,VIS,Visalia Municipal Airport,Visalia,US,292.5
36.686314,-82.034784,VJI,Virginia Highlands Airport,Abingdon,US,2087.5
32.239145,-90.928195,VKS,Vicksburg Municipal Airport,Vicksburg,US,107
38.991466,-89.166189,VLA,Vandalia Municipal Airport,Vandalia,US,537.2
30.781464,-83.275972,VLD,Valdosta Regional Airport,Valdosta,US,203.1
27.071268,-82.440033,VNC,Venice Municipal Airport,Venice,US,18.1
34.209806,-118.489972,VNY,Van Nuys Airport,Van Nuys,US,802.1
43.93924,-90.253162,VOK,Volk Field,Camp Douglas,US,912
30.483219,-86.526044,VPS,Eglin Afb/Destin-Ft Walton Beach Airport,Valparaiso/Destin-Ft Walton Beach,US,84
41.453972,-87.007083,VPZ,Porter County Regional Airport,Valparaiso,US,770.3
30.218778,-81.877167,VQQ,Cecil Airport,Jacksonville,US,79.5
27.655555,-80.417954,VRB,Vero Beach Regional Airport,Vero Beach,US,23.7
43.343722,-72.517278,VSF,Hartness State (Springfield) Airport,Springfield,US,577.5
42.856696,-100.548964,VTN,Miller Field,Valentine,US,2595.4
41.350139,-89.152944,VYS,Illinois Valley Regional-Walter A Duncan Field,Peru,US,654.2
39.841309,-77.27465,GTY,Gettysburg Regional Airport,Gettysburg,US,553.2
48.097922,-123.187921,SQV,Sequim Valley Airport,Sequim,US,151
48.608155,-123.159631,RCE,Roche Harbor Seaplane Base,Roche Harbor,US,0
37.940194,-75.466389,WAL,Wallops Flight Facility Airport,Wallops Island,US,40.2
39.901139,-80.130694,WAY,Greene County Airport,Waynesburg,US,1068.6
63.515972,-162.278,WBB,Stebbins Airport,Stebbins,US,19.4
41.297308,-75.852243,WBW,Wilkes-Barre Wyoming Valley Airport,Wilkes-Barre,US,543.8
36.375956,-97.789423,WDG,Enid Woodring Regional Airport,Enid,US,1167.2
33.98269,-83.667217,WDR,Barrow County Airport,Winder,US,934.3
32.746287,-97.682452,WEA,Parker County Airport,Weatherford,US,991.2
34.259325,-118.413433,WHP,Whiteman Airport,Los Angeles,US,1003
34.741056,-118.218639,WJF,General Wm J Fox Airfield,Lancaster,US,2350.7
37.168611,-97.037528,WLD,Strother Field,Winfield/Arkansas City,US,1160.3
39.515756,-122.217275,WLW,Willows/Glenn County Airport,Willows,US,141.2
40.896611,-117.805889,WMC,Winnemucca Municipal Airport,Winnemucca,US,4307.6
32.640171,-83.591921,WRB,Robins Afb Airport,Warner Robins,US,294.1
40.015789,-74.590726,WRI,Mc Guire Field (Joint Base Mc Guire Dix Lakehurst) Airport,Wrightstown,US,140.5
43.962889,-107.950528,WRL,Worland Municipal Airport,Worland,US,4251.7
67.405107,-150.120878,WSM,Wiseman Airport,Wiseman,US,1195
41.349633,-71.803417,WST,Westerly State Airport,Westerly,US,81.1
36.935733,-121.789637,WVI,Watsonville Municipal Airport,Watsonville,US,163.3
44.53325,-69.675528,WVL,Waterville Regional Airport,Waterville,US,332.8
39.008369,-74.908509,WWD,Cape May County Airport,Wildwood,US,21.7
36.438,-99.522667,WWR,West Woodward Airport,Woodward,US,2189
44.688389,-111.117639,WYS,Yellowstone Airport,West Yellowstone,US,6649
28.221278,-82.374556,KYO,Tampa North Aero Park Airport,Tampa,US,68
18.138056,-65.800694,HUC,Dr Hermenegildo Ortiz Quinones Airport,Humacao,US,34.8
36.281579,-94.307766,XNA,Northwest Arkansas Ntl Airport,Fayetteville/Springdale/Rogers,US,1288.2
48.259784,-103.750557,XWA,Williston Basin International Airport,Williston,US,2356
43.280476,-91.469528,UKN,Waukon Municipal Airport,Waukon,US,1281
44.244817,-84.179809,WBK,West Branch Community Airport,West Branch,US,882.1
42.240274,-83.531461,YIP,Willow Run Airport,Detroit,US,715.9
46.568167,-120.544062,YKM,Yakima Air Trml/Mcallister Field,Yakima,US,1098.8
42.916679,-97.385932,YKN,Chan Gurney Municipal Airport,Yankton,US,1305.9
41.26159,-80.680366,YNG,Youngstown/Warren Regional Airport,Youngstown/Warren,US,1191.5
63.571609,-156.144051,BCC,Bear Creek 3 Airport,Bear Creek,US,740
66.274472,-145.818194,KBC,Birch Creek Airport,Birch Creek,US,439.8
61.94119,-145.294081,CZC,Copper Center 2 Airport,Copper Center,US,1150
60.981031,-159.993919,ZNC,Nyac Airport,Nyac,US,482.7
28.226669,-82.155645,ZPH,Zephyrhills Municipal Airport,Zephyrhills,US,89.9
39.944446,-81.892094,ZZV,Zanesville Municipal Airport,Zanesville,US,899.8
42.282036,-72.214802,UWA,Ware Airport,Ware,US,483
46.950428,-67.885861,LIZ,Loring International Airport,Limestone,US,746
40.868653,-96.108794,EPG,Browns Airport,Weeping Water,US,1182
32.766781,-103.208821,HBB,Industrial Airpark,Hobbs,US,3707
36.619944,-116.032285,DRA,Desert Rock Airport,Mercury,US,3314
52.220583,-174.206194,AKB,Atka Airport,Atka,US,55.2
56.005986,-160.560792,PML,Port Moller Airport,Cold Bay,US,20
