lat,lon,iata,name,city,country,elevation
61.594917,-149.088722,PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",Palmer,US,248.6
52.832542,173.175554,ATU,Casco Cove Cgs Airport,Attu,US,88
70.113111,-143.653611,BTI,Barter Island Airport,Barter Island,US,55.1
60.778556,-161.837167,BET,Bethel Airport,Bethel,US,128.8
61.172962,-151.045416,BVU,Beluga Airport,Beluga,US,87.2
63.995163,-145.720055,BIG,Allen Army Air Field,Delta Junction Ft Greely,US,1285.2
65.981556,-161.149139,BKC,Buckland Airport,Buckland,US,29
59.361247,-155.258821,BMX,Big Mountain Airport,Big Mountain,US,663
71.284861,-156.768583,BRW,Wiley Post-Will Rogers Memorial Airport,Utqiagvik,US,48.9
66.913944,-151.529056,BTT,Bettles Airport,Bettles,US,647.3
55.205917,-162.72625,CDB,Cold Bay Airport,Cold Bay,US,99.5
65.573944,-144.780889,CEM,Central Airport,Central,US,936.8
61.579056,-159.215639,CHU,Chuathbaluk Airport,Chuathbaluk,US,243.7
66.645028,-143.739889,CIK,Chalkyitsik Airport,Chalkyitsik,US,548.5
61.871118,-158.137956,CKD,Crooked Creek Airport,Crooked Creek,US,177.2
60.136806,-164.279056,CYF,Chefornak Airport,Chefornak,US,54.1
61.844542,-165.57375,SCM,Scammon Bay Airport,Scammon Bay,US,22
65.827917,-144.076197,IRC,Circle City Airport,Circle,US,613.2
54.582431,-164.914481,WSF,Cape Sarichef Airport,Cape Sarichef,US,291
60.49164,-145.477558,CDV,Merle K (Mudhole) Smith Airport,Cordova,US,53
67.252171,-150.203908,CXF,Coldfoot Airport,Coldfoot,US,1049.1
61.781014,-166.039575,CZF,Cape Romanzof Lrrs Airport,Cape Romanzof,US,467
66.069111,-162.767056,DRG,Deering Airport,Deering,US,29.9
68.032111,-162.899194,RDB,Red Dog Airport,Red Dog,US,969
51.883583,-176.642482,ADK,Adak Airport,Adak Island,US,19.5
59.044667,-158.5055,DLG,Dillingham Airport,Dillingham,US,82
61.864167,-162.026111,MLL,Marshall Don Hunter Sr Airport,Marshall,US,115.3
57.749794,-152.493944,ADQ,Kodiak Airport,Kodiak,US,78.7
53.898944,-166.545028,DUT,Unalaska Airport,Unalaska,US,23.3
59.961631,-162.880593,KKH,Kongiganak Airport,Kongiganak,US,39.6
61.251353,-149.806526,EDF,Elmendorf Afb Airport,Anchorage,US,213
60.213694,-162.043889,EEK,Eek Airport,Eek,US,26.5
64.778083,-141.149611,EAA,Eagle Airport,Eagle,US,907.2
58.64815,-162.063803,EHM,Cape Newenham Lrrs Airport,Cape Newenham,US,531
64.66564,-147.10143,EIL,Eielson Afb Airport,Fairbanks,US,547.5
62.786139,-164.49075,EMK,Emmonak Airport,Emmonak,US,16.2
60.573278,-151.244833,ENA,Kenai Municipal Airport,Kenai,US,99.6
60.810393,-164.499472,WWT,Mertarvik Airport,Mertarvik,US,345.5
64.815356,-147.856667,FAI,Fairbanks International Airport,Fairbanks,US,439
64.837612,-147.614492,FBK,Ladd Army Air Field,Fairbanks/Ft Wainwright,US,448.6
67.106201,-157.857156,ABL,Ambler Airport,Ambler,US,292.6
61.2659,-149.653308,FRN,Bryant Army Air Field,Fort Richardson (Anchorage),US,386.8
63.018559,-154.358438,NIB,Nikolai Airport,Nikolai,US,447.3
64.73619,-156.934555,GAL,Edward G Pitka Sr Airport,Galena,US,153.7
68.479667,-149.489917,GBH,Galbraith Lake Airport,Galbraith Lake,US,2662.7
59.875689,-163.168088,KWK,Kwigillingok Airport,Kwigillingok,US,21.4
66.888083,-157.162417,SHG,Shungnak Airport,Shungnak,US,205
62.154335,-145.455292,GKN,Gulkana Airport,Gulkana,US,1586.1
64.550459,-163.007172,GLV,Golovin Airport,Golovin,US,64.6
63.766616,-171.732784,GAM,Gambell Airport,Gambell,US,29.5
57.503555,-134.585094,AGN,Angoon Seaplane Base,Angoon,US,0
61.534683,-149.812548,BGQ,Big Lake Airport,Big Lake,US,162.4
58.425278,-135.707417,GST,Gustavus Airport,Gustavus,US,36.3
60.469171,-164.704037,NME,Nightmute Airport,Nightmute,US,7.1
62.892085,-160.066397,KGX,Grayling Airport,Grayling,US,137.5
59.4602,-135.31686,SGY,Skagway Airport,Skagway,US,44
65.402133,-161.281475,GMT,Granite Mountain Air Station,Granite Mountain,US,1313
62.188306,-159.774944,HCR,Holy Cross Airport,Holy Cross,US,74.5
65.697861,-156.351389,HSL,Huslia Airport,Huslia,US,219.7
59.243831,-135.523537,HNS,Haines Airport,Haines,US,29.1
59.645549,-151.476595,HOM,Homer Airport,Homer,US,84.3
61.523871,-166.146623,HPB,Hooper Bay Airport,Hooper Bay,US,19.5
66.039083,-154.264694,HUS,Hughes Airport,Hughes,US,298.6
62.692306,-159.569222,SHX,Shageluk Airport,Shageluk,US,78.6
59.324042,-155.901773,IGG,Igiugig Airport,Igiugig,US,90.4
58.18549,-157.375428,EGX,Egegik Airport,Egegik,US,92.3
66.976178,-160.438599,IAN,Bob Baker Memorial Airport,Kiana,US,178.7
59.755578,-154.917752,ILI,Iliamna Airport,Iliamna,US,192.4
65.992772,-153.703489,UTO,Indian Mountain Lrrs Airport,Utopia Creek,US,1261
63.732598,-148.910638,MCL,Mc Kinley Ntl Park Airport,Mckinley Park,US,1720
65.622556,-168.094972,WAA,Wales Airport,Wales,US,25.8
56.311463,-158.373238,KCG,Chignik Airport,Chignik,US,18.3
58.354712,-134.578471,JNU,Juneau International Airport,Juneau,US,25.3
59.72675,-157.26025,KGK,Koliganek Airport,Koliganek,US,271.8
60.872389,-146.691167,TEK,Tatitlek Airport,Tatitlek,US,61.9
57.805917,-152.373841,KDK,Kodiak Municipal Airport,Kodiak,US,139
54.847861,-163.407111,KFP,False Pass Airport,False Pass,US,18.3
56.938691,-154.182556,AKK,Akhiok Airport,Akhiok,US,44.4
59.931611,-164.028111,KPN,Kipnuk Airport,Kipnuk,US,19.5
64.939528,-161.154278,KKA,Koyuk Alfred Adams Airport,Koyuk,US,161.5
58.965006,-155.095612,LKK,Kulik Lake Airport,Kulik Lake,US,717
58.676493,-156.648691,AKN,King Salmon Airport,King Salmon,US,73.4
52.941556,-168.849028,IKO,Nikolski Air Station,Nikolski,US,76.6
68.133611,-151.743333,AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,US,2106.3
55.354083,-131.711222,KTN,Ketchikan International Airport,Ketchikan,US,92.4
70.330667,-149.598056,UUK,Ugnu-Kuparuk Airport,Kuparuk,US,75
64.31898,-158.741306,KAL,Kaltag Airport,Kaltag,US,181.1
55.579222,-133.076,KLW,Klawock Airport,Klawock,US,79.7
57.566056,-154.453806,KYK,Karluk Airport,Karluk,US,141.9
57.535083,-153.976667,KLN,Larsen Bay Airport,Larsen Bay,US,86.7
61.535972,-160.345583,KLG,Kalskag Airport,Kalskag,US,63.3
67.504517,-148.483222,WCR,Chandalar Lake Airport,Chandalar Lake,US,1920
61.087728,-160.923353,TLT,Tuluksak Airport,Tuluksak,US,35.8
68.875128,-166.111082,LUR,Cape Lisburne Lrrs Airport,Cape Lisburne,US,14
58.932056,-158.901889,KMO,Manokotak Airport,Manokotak,US,106.6
62.952785,-155.607051,MCG,Mc Grath Airport,Mc Grath,US,342.7
59.449944,-146.307241,MDO,Middleton Island Airport,Middleton Island,US,100.4
63.885972,-152.301833,LMA,Minchumina Airport,Minchumina,US,681.8
63.490056,-162.110389,SMK,St Michael Airport,St Michael,US,98.2
64.987944,-150.647583,MLY,Manley Hot Springs Airport,Manley Hot Springs,US,275.3
62.094778,-163.682861,MOU,Mountain Village Airport,Mountain Village,US,339.1
61.213546,-149.844709,MRI,Merrill Field,Anchorage,US,143.1
61.437819,-142.902503,MXY,Mccarthy Airport,Mccarthy,US,1532.8
60.372389,-166.270194,MYU,Mekoryuk Airport,Mekoryuk,US,53.3
60.690333,-161.9785,WNA,Napakiak Airport,Napakiak,US,16.9
61.174085,-149.998138,ANC,Ted Stevens Anchorage International Airport,Anchorage,US,151.4
61.581405,-159.545298,ANI,Aniak Airport,Aniak,US,96.8
64.5473,-149.073925,ENN,Nenana Municipal Airport,Nenana,US,367.7
59.98023,-154.839175,NNL,Nondalton Airport,Nondalton,US,314
55.042294,-131.570899,ANN,Annette Island Airport,Annette,US,119
64.729333,-158.074222,NUL,Nulato Airport,Nulato,US,405.9
62.647333,-160.190056,ANV,Anvik Airport,Anvik,US,297.3
59.451528,-157.373167,KNW,New Stuyahok Airport,New Stuyahok,US,370.7
66.912333,-156.897333,OBU,Kobuk Airport,Kobuk,US,142.2
58.906525,-157.711167,PCA,Portage Creek Airport,Portage Creek,US,129
58.096199,-135.408756,HNH,Hoonah Airport,Hoonah,US,21.5
64.512555,-165.444394,OME,Nome Airport,Nome,US,40.6
60.541336,-165.087184,OOK,Toksook Bay Airport,Toksook Bay,US,71
62.961167,-141.928083,ORT,Northway Airport,Northway,US,1720.1
66.884806,-162.598139,OTZ,Ralph Wien Memorial Airport,Kotzebue,US,15.4
56.007536,-161.160367,NLG,Nelson Lagoon Airport,Nelson Lagoon,US,14
56.577361,-169.663722,STG,St George Airport,St George,US,127.9
65.253456,-166.857628,KPC,Port Clarence Cgs Airport,Port Clarence,US,10
55.906724,-159.160829,KPV,Perryville Airport,Perryville,US,29.9
56.801472,-132.946222,PSG,Petersburg James A Johnson Airport,Petersburg,US,113.2
56.959101,-158.633362,PTH,Port Heiden Airport,Port Heiden,US,95.3
60.702912,-161.778308,PKA,Napaskiak Airport,Napaskiak,US,11.4
59.017831,-161.827192,PTU,Platinum Airport,Platinum,US,18
57.580381,-157.571957,PIP,Pilot Point Airport,Pilot Point,US,57
68.348129,-166.799127,PHO,Point Hope Airport,Point Hope,US,20.7
66.814056,-150.643611,PPC,Prospect Creek Airport,Prospect Creek,US,1094.7
59.755093,-161.845366,KWN,Quinhagak Airport,Quinhagak,US,43.2
70.209833,-151.006472,NUI,Nuiqsut Airport,Nuiqsut,US,45.4
68.114669,-145.579415,ARC,Arctic Village Airport,Arctic Village,US,2092
61.77489,-161.319399,RSH,Russian Mission Airport,Russian Mission,US,58.3
64.727222,-155.469889,RBY,Ruby Airport,Ruby,US,657.5
63.686278,-170.493167,SVA,Savoonga Airport,Savoonga,US,59
70.194754,-148.465165,SCC,Deadhorse Airport,Deadhorse,US,67.4
55.313695,-160.521425,SDP,Sand Point Airport,Sand Point,US,23.6
66.249583,-166.089361,SHH,Shishmaref Airport,Shishmaref,US,13.9
57.046834,-135.361069,SIT,Sitka Rocky Gutierrez Airport,Sitka,US,26.5
66.600139,-159.98575,WLK,Selawik Airport,Selawik,US,17.1
61.700509,-157.16585,SLQ,Sleetmute Airport,Sleetmute,US,191.6
62.060831,-163.301836,KSM,St Mary's Airport,St Mary'S,US,314.1
57.166306,-170.222556,SNP,St Paul Island Airport,St Paul Island,US,66.4
59.443906,-151.705042,SOV,Seldovia Airport,Seldovia,US,29
61.811281,-147.509051,SMU,Sheep Mountain Airport,Sheep Mountain,US,2750
63.33104,-149.128836,UMM,Summit Airport,Summit,US,2409
61.097114,-155.574808,SVW,Sparrevohn Lrrs Airport,Sparrevohn,US,1565
61.966113,-151.19539,SKW,Skwentna Airport,Skwentna,US,148
60.475139,-151.039639,SXQ,Soldotna Airport,Soldotna,US,113.4
52.712258,174.113589,SYA,Eareckson Air Station,Shemya,US,97.7
65.174389,-152.108111,TAL,Ralph M Calhoun Memorial Airport,Tanana,US,242.3
65.564033,-167.922458,TNC,Tin City Lrrs Airport,Tin City,US,273
65.240389,-166.339389,TLA,Teller Airport,Teller,US,298.5
59.053556,-160.396778,TOG,Togiak Airport,Togiak Village,US,18.6
62.321372,-150.092718,TKA,Talkeetna Airport,Talkeetna,US,365
62.894915,-155.978013,TLJ,Tatalina Lrrs Airport,Takotna,US,933
70.467111,-157.435667,ATK,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,101.3
62.683056,-164.722194,AUK,Alakanuk Airport,Alakanuk,US,21.7
69.371113,-152.134983,UMT,Umiat Airport,Umiat,US,267.6
63.8885,-160.799111,UNK,Unalakleet Airport,Unalakleet,US,27.3
61.754189,-150.051739,WOW,Willow Airport,Willow,US,215.3
54.144611,-165.604108,KQA,Akutan Airport,Akutan,US,129.3
61.540833,-165.600889,VAK,Chevak Airport,Chevak,US,60.7
55.116384,-162.266536,KVC,King Cove Airport,King Cove,US,148.9
61.134222,-146.244768,VDZ,Valdez Pioneer Field,Valdez,US,128
67.008675,-146.366358,VEE,Venetie Airport,Venetie,US,574.1
67.736139,-164.5635,KVL,Kivalina Airport,Kivalina,US,18.4
66.362222,-147.4065,WBQ,Beaver Airport,Beaver,US,364.7
60.129886,-149.416629,SWD,Seward Airport,Seward,US,27.7
56.484333,-132.369833,WRG,Wrangell Airport,Wrangell,US,44
70.638,-159.99475,AIN,Wainwright Airport,Wainwright,US,45.1
64.689194,-163.41275,WMO,White Mountain Airport,White Mountain,US,267.4
67.561167,-162.980417,WTK,Noatak Airport,Noatak,US,91.6
61.571986,-149.539557,WWA,Wasilla Airport,Wasilla,US,353.7
59.503323,-139.660268,YAK,Yakutat Airport,Yakutat,US,39.7
60.902897,-161.230583,AKI,Akiak Airport,Akiak,US,39.8
66.551833,-152.622167,AET,Allakaket Airport,Allakaket,US,441.1
60.078561,-147.994735,NCN,Chenega Bay Airport,Chenega,US,68.9
58.833694,-158.529389,CLP,Clarks Point Airport,Clarks Point,US,79.6
64.614972,-162.270528,ELI,Elim Airport,Elim,US,161.5
60.873333,-162.524306,KUK,Kasigluk Airport,Kasigluk,US,47.9
59.433286,-154.802592,KNK,Kokhanok Airport,Kokhanok,US,114.7
63.030583,-163.532639,KOT,Kotlik Airport,Kotlik,US,13.6
65.331333,-166.465722,KTS,Brevig Mission Airport,Brevig Mission,US,38.1
64.875806,-157.730444,KYU,Koyukuk Airport,Koyukuk,US,148.9
60.790333,-161.443694,KWT,Kwethluk Airport,Kwethluk,US,25.3
65.5079,-150.140833,RMP,Rampart Airport,Rampart,US,306.7
66.817528,-161.02225,ORV,Robert/Bob/Curtis Memorial Airport,Noorvik,US,54.5
64.371083,-161.223972,SKK,Shaktoolik Airport,Shaktoolik,US,24.4
66.017167,-149.054361,SVS,Stevens Village Airport,Stevens Village,US,328.3
63.329514,-142.953684,TKJ,Tok Junction Airport,Tok,US,1642.8
58.702083,-157.002583,WSN,South Naknek Nr 2 Airport,South Naknek,US,162.3
66.572417,-145.246333,FYU,Fort Yukon Airport,Fort Yukon,US,447.2
60.91381,-161.493329,KKI,Akiachak Airport,Akiachak,US,22.8
22.022773,-159.785068,BKH,Barking Sands Pmrf Airport,"Kekaha,Kauai",US,23.2
21.579474,-158.197281,HDH,Kawaihapai Airfield,Mokuleia,US,14.2
21.481444,-158.037833,HHI,Wheeler Army Air Field,Wahiawa,US,843.3
20.795637,-156.014438,HNM,Hana Airport,Hana,US,77.5
20.962936,-156.673032,JHM,Kapalua Airport,Lahaina,US,255.8
21.307134,-158.070444,JRF,Kalaeloa (John Rodgers Field) Airport,Kapolei,US,32.3
19.738765,-156.045631,KOA,Ellison Onizuka Kona International At Keahole Airport,Kailua-Kona,US,50.5
21.975983,-159.338958,LIH,Lihue Airport,Lihue,US,152.4
21.21104,-156.973597,LUP,Kalaupapa Airport,Kalaupapa,US,23.9
21.152886,-157.096256,MKK,Molokai Airport,Kaunakakai,US,453.9
20.001327,-155.668107,MUE,Waimea-Kohala Airport,Kamuela,US,2671.1
21.450456,-157.767949,NGF,Kaneohe Bay Mcas (Marion E Carl Field) Airport,Kaneohe,US,23
21.317825,-157.92025,HNL,Daniel K Inouye International Airport,Honolulu,US,13.5
20.785611,-156.951418,LNY,Lanai Airport,Lanai City,US,1308.1
20.898649,-156.430459,OGG,Kahului Airport,Kahului,US,55.4
21.896944,-159.603167,PAK,Port Allen Airport,Hanapepe,US,24
19.760013,-155.553766,BSF,Bradshaw Army Airfield,Camp Pohakuloa,US,6190.2
19.720263,-155.04847,ITO,Hilo International Airport,Hilo,US,37.6
20.265194,-155.859944,UPP,Upolu Airport,Hawi,US,96
66.942561,-156.891369,DCK,Dahl Creek Airport,Dahl Creek,US,260
60.569528,-165.246278,TNK,Tununak Airport,Tununak,US,62.3
62.992944,-156.029722,TCT,Takotna Airport,Takotna,US,423.1
60.906,-162.440583,NUP,Nunapitchuk Airport,Nunapitchuk,US,21.9
69.732889,-163.005333,PIZ,Point Lay Lrrs Airport,Point Lay,US,28.5
18.337306,-64.973333,STT,Cyril E King Airport,Charlotte Amalie,US,23.6
17.701537,-64.801982,STX,Henry E Rohlsen Airport,Christiansted,US,73.2
18.450917,-66.675444,ARE,Antonio/Nery/Juarbe Pol Airport,Arecibo,US,20.5
18.494852,-67.129442,BQN,Rafael Hernandez Airport,Aguadilla,US,237.7
18.312972,-65.303889,CPX,Benjamin Rivera Noriega Airport,Isla De Culebra,US,42.9
18.456778,-66.098472,SIG,Fernando Luis Ribas Dominicci Airport,San Juan,US,9.6
18.255694,-67.148472,MAZ,Eugenio Maria De Hostos Airport,Mayaguez,US,28.7
18.008778,-66.564528,PSE,Mercedita Airport,Ponce,US,36.7
18.245112,-65.643424,NRR,Jose Aponte De La Torre Airport,Ceiba,US,38.5
18.439399,-66.002133,SJU,Luis Munoz Marin International Airport,San Juan,US,9.6
18.134811,-65.493617,VQS,Antonio Rivera Rodriguez Airport,Isla De Vieques,US,49
37.016667,-110.200685,GMV,Monument Valley Airport,Monument Valley,US,5192
48.499833,-122.813778,DTR,Decatur Shores Airport,Anacortes,US,38
